2.500000000000000000e-01,5.571063563448339639e-01,7.347001329696651872e-01,7.078866633275286979e-01,4.879736965185368369e-01,1.677027048596331227e-01,-1.178619553365656270e-01,-2.482922465033349235e-01,-1.685832391312643841e-01,8.765026539765813363e-02,4.123497346023416443e-01,6.685832391312642731e-01,7.482922465033350345e-01,6.178619553365660710e-01,3.322972951403673214e-01,1.202630348146355166e-02,-2.078866633275285869e-01,-2.347001329696652983e-01,-5.710635634483413048e-02,2.499999999999997502e-01
2.500000000000000000e-01,5.571063563448339639e-01,7.347001329696651872e-01,7.078866633275286979e-01,4.879736965185368369e-01,1.677027048596331227e-01,-1.178619553365656270e-01,-2.482922465033349235e-01,-1.685832391312643841e-01,8.765026539765813363e-02,4.123497346023416443e-01,6.685832391312642731e-01,7.482922465033350345e-01,6.178619553365660710e-01,3.322972951403673214e-01,1.202630348146355166e-02,-2.078866633275285869e-01,-2.347001329696652983e-01,-5.710635634483413048e-02,2.499999999999997502e-01
2.500000000000000000e-01,5.571063563448339639e-01,7.347001329696651872e-01,7.078866633275286979e-01,4.879736965185368369e-01,1.677027048596331227e-01,-1.178619553365656270e-01,-2.482922465033349235e-01,-1.685832391312643841e-01,8.765026539765813363e-02,4.123497346023416443e-01,6.685832391312642731e-01,7.482922465033350345e-01,6.178619553365660710e-01,3.322972951403673214e-01,1.202630348146355166e-02,-2.078866633275285869e-01,-2.347001329696652983e-01,-5.710635634483413048e-02,2.499999999999997502e-01
2.500000000000000000e-01,5.571063563448339639e-01,7.347001329696651872e-01,7.078866633275286979e-01,4.879736965185368369e-01,1.677027048596331227e-01,-1.178619553365656270e-01,-2.482922465033349235e-01,-1.685832391312643841e-01,8.765026539765813363e-02,4.123497346023416443e-01,6.685832391312642731e-01,7.482922465033350345e-01,6.178619553365660710e-01,3.322972951403673214e-01,1.202630348146355166e-02,-2.078866633275285869e-01,-2.347001329696652983e-01,-5.710635634483413048e-02,2.499999999999997502e-01
2.500000000000000000e-01,5.571063563448339639e-01,7.347001329696651872e-01,7.078866633275286979e-01,4.879736965185368369e-01,1.677027048596331227e-01,-1.178619553365656270e-01,-2.482922465033349235e-01,-1.685832391312643841e-01,8.765026539765813363e-02,4.123497346023416443e-01,6.685832391312642731e-01,7.482922465033350345e-01,6.178619553365660710e-01,3.322972951403673214e-01,1.202630348146355166e-02,-2.078866633275285869e-01,-2.347001329696652983e-01,-5.710635634483413048e-02,2.499999999999997502e-01
2.500000000000000000e-01,5.571063563448339639e-01,7.347001329696651872e-01,7.078866633275286979e-01,4.879736965185368369e-01,1.677027048596331227e-01,-1.178619553365656270e-01,-2.482922465033349235e-01,-1.685832391312643841e-01,8.765026539765813363e-02,4.123497346023416443e-01,6.685832391312642731e-01,7.482922465033350345e-01,6.178619553365660710e-01,3.322972951403673214e-01,1.202630348146355166e-02,-2.078866633275285869e-01,-2.347001329696652983e-01,-5.710635634483413048e-02,2.499999999999997502e-01
2.500000000000000000e-01,5.571063563448339639e-01,7.347001329696651872e-01,7.078866633275286979e-01,4.879736965185368369e-01,1.677027048596331227e-01,-1.178619553365656270e-01,-2.482922465033349235e-01,-1.685832391312643841e-01,8.765026539765813363e-02,4.123497346023416443e-01,6.685832391312642731e-01,7.482922465033350345e-01,6.178619553365660710e-01,3.322972951403673214e-01,1.202630348146355166e-02,-2.078866633275285869e-01,-2.347001329696652983e-01,-5.710635634483413048e-02,2.499999999999997502e-01
2.500000000000000000e-01,5.571063563448339639e-01,7.347001329696651872e-01,7.078866633275286979e-01,4.879736965185368369e-01,1.677027048596331227e-01,-1.178619553365656270e-01,-2.482922465033349235e-01,-1.685832391312643841e-01,8.765026539765813363e-02,4.123497346023416443e-01,6.685832391312642731e-01,7.482922465033350345e-01,6.178619553365660710e-01,3.322972951403673214e-01,1.202630348146355166e-02,-2.078866633275285869e-01,-2.347001329696652983e-01,-5.710635634483413048e-02,2.499999999999997502e-01
2.500000000000000000e-01,5.571063563448339639e-01,7.347001329696651872e-01,7.078866633275286979e-01,4.879736965185368369e-01,1.677027048596331227e-01,-1.178619553365656270e-01,-2.482922465033349235e-01,-1.685832391312643841e-01,8.765026539765813363e-02,4.123497346023416443e-01,6.685832391312642731e-01,7.482922465033350345e-01,6.178619553365660710e-01,3.322972951403673214e-01,1.202630348146355166e-02,-2.078866633275285869e-01,-2.347001329696652983e-01,-5.710635634483413048e-02,2.499999999999997502e-01
2.500000000000000000e-01,5.571063563448339639e-01,7.347001329696651872e-01,7.078866633275286979e-01,4.879736965185368369e-01,1.677027048596331227e-01,-1.178619553365656270e-01,-2.482922465033349235e-01,-1.685832391312643841e-01,8.765026539765813363e-02,4.123497346023416443e-01,6.685832391312642731e-01,7.482922465033350345e-01,6.178619553365660710e-01,3.322972951403673214e-01,1.202630348146355166e-02,-2.078866633275285869e-01,-2.347001329696652983e-01,-5.710635634483413048e-02,2.499999999999997502e-01
